dataset_accession,matrix_file,platform,feature_id,gene_symbol_raw,gene_symbol,is_annotated_to_gene,duplicate_feature_count_for_gene,recommended_probe_collapse_rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PPFIBP1,PPFIBP1,PPFIBP1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ROBO4,ROBO4,ROBO4,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,XBP1_unspliced,XBP1_UNSPLICED,XBP1_UNSPLICED,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,STAT3,STAT3,STAT3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,RANK,RANK,RANK,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,IDH2,IDH2,IDH2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FGFR2,FGFR2,FGFR2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CXCR7,CXCR7,CXCR7,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,XBP1_spliced,XBP1_SPLICED,XBP1_SPLICED,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CCL19,CCL19,CCL19,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TGFBR1,TGFBR1,TGFBR1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FYN,FYN,FYN,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PRKAA2,PRKAA2,PRKAA2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CD68,CD68,CD68,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,Tiam1,TIAM1,TIAM1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TYRO3,TYRO3,TYRO3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CCL22,CCL22,CCL22,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,KLF4,KLF4,KLF4,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CLDN3,CLDN3,CLDN3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,pdcd4,PDCD4,PDCD4,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PAK1,PAK1,PAK1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,AKT3,AKT3,AKT3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CDH5,CDH5,CDH5,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,BDCA1,BDCA1,BDCA1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ZEB2,ZEB2,ZEB2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,STAT5,STAT5,STAT5,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,NKX12,NKX12,NKX12,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MTAP,MTAP,MTAP,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,Fos,FOS,FOS,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MCOLN3,MCOLN3,MCOLN3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,RERG,RERG,RERG,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FOXC1,FOXC1,FOXC1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FasL,FASL,FASL,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TAP1,TAP1,TAP1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,JUP,JUP,JUP,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,BAG1,BAG1,BAG1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PHF19,PHF19,PHF19,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PDK1,PDK1,PDK1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GAS6,GAS6,GAS6,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TTL,TTL,TTL,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PGRN,PGRN,PGRN,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,NRG2,NRG2,NRG2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GSS,GSS,GSS,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MYB,MYB,MYB,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,IGFBP3,IGFBP3,IGFBP3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ERN2,ERN2,ERN2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,NSD,NSD,NSD,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TMEM45A,TMEM45A,TMEM45A,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,eif4b,EIF4B,EIF4B,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,VEGFD,VEGFD,VEGFD,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TDP2,TDP2,TDP2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FANCA,FANCA,FANCA,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PHLDA1,PHLDA1,PHLDA1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PGR,PGR,PGR,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CENPM,CENPM,CENPM,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PIK3CG,PIK3CG,PIK3CG,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CASP3,CASP3,CASP3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,RSPO2,RSPO2,RSPO2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CCL18,CCL18,CCL18,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,NAV3,NAV3,NAV3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ERBB3,ERBB3,ERBB3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,KRT19,KRT19,KRT19,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MER,MER,MER,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,IFI27,IFI27,IFI27,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,IL10,IL10,IL10,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GGH,GGH,GGH,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CTNND2,CTNND2,CTNND2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,DKK3,DKK3,DKK3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TC2N,TC2N,TC2N,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,KNTC2,KNTC2,KNTC2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,BGN,BGN,BGN,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GPX2,GPX2,GPX2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,LIX1L,LIX1L,LIX1L,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PIAS1,PIAS1,PIAS1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FANCI,FANCI,FANCI,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,RAD51,RAD51,RAD51,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,LIGHT,LIGHT,LIGHT,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ACTB,ACTB,ACTB,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TFRC,TFRC,TFRC,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,VPS33B,VPS33B,VPS33B,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,RPLP0,RPLP0,RPLP0,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CLTC,CLTC,CLTC,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GUSB,GUSB,GUSB,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PPIA,PPIA,PPIA,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,UBC,UBC,UBC,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,AL1377271,AL1377271,AL1377271,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GAPDH,GAPDH,GAPDH,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TUBB,TUBB,TUBB,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,NEG_C,NEG_C,NEG_C,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,NEG_D,NEG_D,NEG_D,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,NEG_E,NEG_E,NEG_E,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,NEG_A,NEG_A,NEG_A,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,NEG_H,NEG_H,NEG_H,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,NEG_G,NEG_G,NEG_G,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,NEG_F,NEG_F,NEG_F,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,NEG_B,NEG_B,NEG_B,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,POS_C,POS_C,POS_C,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,POS_A,POS_A,POS_A,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,POS_F,POS_F,POS_F,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,POS_D,POS_D,POS_D,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,POS_B,POS_B,POS_B,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,POS_E,POS_E,POS_E,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
